oxx._140s7	0.334633	101	190	1.5664731631057844	0.8315789473684211
oxx.___581	0.226884	382	113	1.0005043096157022	0.415929203539823
oxx.____60	0.265844	55	99	1.1203958779716352	0.5353535353535354
oxx._12s70	0.345779	202	125	0	0.92
oxx._134t4	0.280802	96	138	1.1505514238494792	0.572463768115942
oxx._144s2	0.403364	59	187	1.956966092318655	0.8983957219251337
oxx.___451	0.257799	159	122	1.0949047337517503	0.5327868852459017
oxx.12s106	0.339752	252	126	0	0.8968253968253969
oxx.136t15	0.530710	141	147	0	0.9659863945578231
oxx.____30	0.227854	64	265	0.9287623539982034	0.4339622641509434
oxx.___588	0.457070	84	58	2.563940491028152	0.8448275862068966
oxx._22t60	0.181262	237	116	0.5694775305974997	0.0603448275862069
oxx.__82t5	0.267967	168	146	1.1041385917011373	0.4520547945205479
oxx.__35t1	0.415174	50	307	2.0834381439872365	0.8762214983713354
oxx._267t1	0.844051	4	333	4.646146146146147	0.993993993993994
oxx.12t107	0.323143	263	123	0	0.8130081300813008
oxx._498s2	0.457082	25	101	2.206765676567656	0.8811881188118812
oxx.104s16	0.348855	71	84	1.6069081153588194	0.6904761904761905
oxx.___658	0.313985	18	108	1.5851488743645612	0.7407407407407407
oxx.581t14	0.264831	318	98	1.111084252759494	0.5306122448979592
oxx.__86t9	0.776555	20	101	4.16294945284002	0.9900990099009901
oxx.___414	0.450594	54	56	2.6834381551362694	0.8392857142857143
oxx.___137	0.762240	40	193	4.0677693636242855	0.9896373056994818
oxx.___591	0.566216	7	106	2.875561545372866	0.9245283018867925
oxx.136s16	0.473861	219	147	2.376573971719307	0.9115646258503401
oxx.__82s4	0.277249	123	147	1.1691051470568226	0.5306122448979592
oxx._118s1	0.327226	67	73	1.6264753443244546	0.7123287671232876
oxx._139s4	0.290525	88	123	1.2483136665222452	0.6341463414634146
oxx._12s57	0.347625	230	125	0	0.904
oxx._12s84	0.343152	211	128	0	0.921875
oxx.136t30	0.508390	193	146	0	0.952054794520548
oxx._490s5	0.305153	196	178	1.4282348202893949	0.6966292134831461
oxx.__82s5	0.255413	210	148	1.009793525582999	0.3783783783783784
oxx.____89	0.325076	16	81	1.6757201646090545	0.7530864197530864
oxx._263t5	0.260891	107	493	1.1215926157887373	0.7484787018255578
oxx._22s46	0.217807	126	107	0.7821794985907136	0.29906542056074764
oxx._437t7	0.320960	83	137	1.4242542539751315	0.6715328467153284
oxx._22s55	0.259668	205	127	1.171128985490874	0.5669291338582677
oxx.____51	0.255304	54	397	0.9970340094383627	0.5591939546599496
oxx.___573	0.455581	36	52	2.5832417582417575	0.8653846153846154
oxx._581t9	0.238979	259	113	1.042276628199666	0.46017699115044247
oxx.___410	0.262669	24	171	1.1669421137384521	0.6549707602339181
oxx.___442	0.561440	16	109	3.029740061162078	0.963302752293578
oxx.____90	0.321364	61	320	1.4812073087431705	0.8375
oxx._581s5	0.332656	240	81	1.6408208068598586	0.7654320987654321
oxx.___116	0.284194	377	204	1.1776811393330966	0.6519607843137255
oxx._655s1	0.379961	74	89	2.164495879595156	0.7191011235955056
oxx._22s56	0.255917	21	97	0.963426607756504	0.44329896907216493
oxx.__43t8	0.409765	83	260	1.9645188634462913	0.8192307692307692
oxx.___669	0.356610	93	60	1.8321606669783386	0.8
oxx.__34t3	0.340358	37	92	1.5553270661966305	0.7065217391304348
oxx.___468	0.438065	124	167	2.2099585251212805	0.9281437125748503
oxx.____75	0.257772	206	70	1.2653739724637192	0.5571428571428572
oxx.___655	0.353871	76	97	1.9725266775185384	0.6185567010309279
oxx.__78t7	0.326445	40	165	1.4013442113442125	0.7878787878787878
oxx.___351	0.239835	45	177	0.9475831763967351	0.327683615819209
oxx._____9	0.539691	9	110	2.6227272727272726	0.9545454545454546
oxx._12s55	0.323188	261	124	0	0.8387096774193549
oxx.136t24	0.338329	82	154	1.5239131539944553	0.8571428571428571
oxx.___145	0.541704	22	129	2.868183496090472	0.937984496124031
oxx._468s1	0.444018	120	165	2.253406332229868	0.9393939393939394
oxx.__74t3	0.480135	26	427	2.5753053503873162	0.9297423887587822
oxx._120s1	0.373280	66	102	2.024173865350336	0.8431372549019608
oxx.___120	0.344524	73	104	1.8269413710338376	0.7596153846153846
oxx._22t55	0.199312	195	114	0.673632269942635	0.23684210526315788
oxx.__74s2	0.516382	24	418	2.804555856043269	0.9473684210526315
oxx.140t11	0.281178	96	195	1.1231736392262706	0.5846153846153846
oxx._____4	0.205587	119	123	0.6861587131752247	0.21138211382113822
oxx.__43s6	0.408855	80	260	1.96217989289193	0.8269230769230769
oxx._130t2	0.327605	30	99	1.5147799837455	0.6565656565656566
oxx.____85	0.380853	64	104	1.82379903083028	0.8269230769230769
oxx.___200	0.260588	150	622	1.1138280929670474	0.4003215434083601
oxx.___294	0.295310	51	216	1.2726325344952794	0.7037037037037037
oxx.___355	0.298485	111	225	1.3329635089635086	0.6666666666666666
oxx._78t10	0.201448	100	163	0.667168618702361	0.06748466257668712
oxx.___469	0.474051	7	116	2.3197865353037765	0.8620689655172413
oxx.___113	0.355596	83	156	1.5643436786545808	0.7371794871794872
oxx._22t48	0.296019	130	123	1.3924613736298364	0.6910569105691057
oxx.__78s9	0.237090	60	153	0.9030205679258518	0.40522875816993464
oxx._____8	0.343886	22	185	1.4075114075114075	0.7405405405405405
oxx.588s27	0.583628	48	51	3.3071895424836613	0.9607843137254902
oxx._553s5	0.395189	147	134	2.1780933187014324	0.8432835820895522
oxx.__35t2	0.240796	152	325	0.9197088237659862	0.38769230769230767
oxx.___136	0.344666	390	152	0	0.8289473684210527
oxx.__86s7	0.906029	8	98	4.752915451895042	1.0
oxx.12t117	0.308121	437	126	0	0.8095238095238095
oxx._12s19	0.367730	194	120	0	0.925
oxx.136t27	0.331655	205	153	0	0.7843137254901961
oxx.___553	0.341864	178	138	1.7653587032421703	0.7753623188405797
oxx.____41	0.270944	400	143	1.1463149131570183	0.6083916083916084
oxx.__66t4	0.418497	6	118	2.07683615819209	0.8305084745762712
oxx._429s8	0.323310	132	65	0	0.676923076923077
oxx.____71	0.274294	181	65	0	0.47692307692307695
oxx._186t1	0.353040	99	385	1.6412848334926258	0.8805194805194805
oxx.12s117	0.303670	445	125	0	0.792
oxx._12s80	0.332818	240	125	0	0.896
oxx.___138	0.222597	191	142	0.9864972696470918	0.49295774647887325
oxx.__51t2	0.284657	47	376	1.2004103765229206	0.7579787234042553
oxx.____35	0.231111	161	330	0.8517443064182192	0.33636363636363636
oxx.__24t8	0.428492	46	116	2.140771281026153	0.9224137931034483
oxx._140s1	0.366470	94	188	1.7814463801554739	0.8563829787234043
oxx.__99t1	0.308832	21	134	1.3350746268656724	0.6567164179104478
